Loyalty Number,Country,Province,City,Gender,Education,Salary,Salary_College,Marital Status,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Cancelled
393403,Canada,Quebec,Montreal,Female,College,,1,Married,Star,2236.09,2015,8,0
790943,Canada,Manitoba,Winnipeg,Male,College,,1,Married,Star,2236.09,2018,10,0
137106,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2237.35,2013,8,0
646277,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2237.35,2016,4,0
796281,Canada,British Columbia,Victoria,Female,College,,1,Single,Star,2239.65,2016,9,0
807297,Canada,Quebec,Hull,Male,College,,1,Single,Star,2239.65,2016,4,0
150767,Canada,Nova Scotia,Halifax,Female,College,,1,Single,Star,2241.11,2018,12,0
451080,Canada,Saskatchewan,Regina,Male,College,,1,Single,Star,2241.11,2018,9,0
290184,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2241.46,2012,12,0
569236,Canada,New Brunswick,Fredericton,Male,College,,1,Single,Star,2241.46,2013,9,0
684835,Canada,Ontario,Toronto,Male,Doctor,73871.0,0,Single,Star,2242.09,2018,7,0
874336,Canada,British Columbia,Vancouver,Male,Doctor,73871.0,0,Single,Star,2242.09,2012,11,0
611618,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2242.23,2014,9,0
999986,Canada,Ontario,Ottawa,Female,Bachelor,46594.0,0,Married,Nova,8257.01,2018,2,0
755015,Canada,British Columbia,Vancouver,Male,College,,1,Divorced,Star,2242.24,2018,7,0
897673,Canada,Ontario,Toronto,Male,College,,1,Divorced,Star,2242.24,2017,9,1
127725,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2242.57,2015,4,0
705453,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2242.57,2014,12,0
199809,Canada,Ontario,Ottawa,Female,College,,1,Single,Star,2243.47,2015,11,0
491391,Canada,Alberta,Edmonton,Female,College,,1,Single,Star,2243.47,2012,7,0
533470,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2243.47,2013,1,0
209729,Canada,Ontario,London,Female,Master,117771.0,0,Single,Star,2248.45,2016,4,0
311946,Canada,British Columbia,Victoria,Female,Master,117771.0,0,Single,Star,2248.45,2018,7,0
415916,Canada,Ontario,Toronto,Female,Master,117771.0,0,Single,Star,2248.45,2017,8,0
523110,Canada,British Columbia,Dawson Creek,Male,Master,117771.0,0,Single,Star,2248.45,2012,5,0
536848,Canada,Quebec,Quebec City,Female,Master,117771.0,0,Single,Star,2248.45,2014,11,1
604436,Canada,Newfoundland,St. John's,Male,Master,117771.0,0,Single,Star,2248.45,2018,10,0
608974,Canada,Alberta,Banff,Female,Master,117771.0,0,Single,Star,2248.45,2012,10,0
638253,Canada,Quebec,Hull,Female,Master,117771.0,0,Single,Star,2248.45,2015,11,0
686471,Canada,Ontario,Ottawa,Male,Master,117771.0,0,Single,Star,2248.45,2014,10,0
849105,Canada,Ontario,Ottawa,Male,Bachelor,30767.0,0,Married,Nova,8264.75,2018,4,0
504455,Canada,Ontario,Ottawa,Female,College,,1,Divorced,Star,2249.87,2018,6,1
522251,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2252.42,2017,3,0
590098,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2252.42,2014,4,0
341904,Canada,Manitoba,Winnipeg,Male,College,,1,Single,Star,2254.4,2018,10,0
621180,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2254.4,2014,12,0
700245,Canada,New Brunswick,Fredericton,Male,College,,1,Single,Star,2254.93,2014,11,0
960195,Canada,Quebec,Tremblant,Female,College,,1,Single,Star,2254.93,2015,2,0
492165,Canada,Ontario,Toronto,Female,Bachelor,74560.0,0,Single,Star,2255.31,2014,8,0
894041,Canada,British Columbia,Vancouver,Male,Bachelor,74560.0,0,Single,Star,2255.31,2013,8,0
384286,Canada,Manitoba,Winnipeg,Male,College,,1,Single,Star,2258.79,2017,3,0
693045,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2258.79,2017,12,0
240829,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,2263.28,2014,7,0
904300,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2263.28,2018,6,0
404720,Canada,Ontario,Toronto,Female,College,,1,Divorced,Star,2265.32,2016,5,0
508080,Canada,British Columbia,Vancouver,Female,College,,1,Divorced,Star,2265.32,2017,7,0
313544,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2267.6,2017,5,0
557723,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2267.6,2016,3,0
133066,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2269.84,2016,8,0
469532,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2269.84,2018,8,0
295578,Canada,British Columbia,Whistler,Male,College,,1,Single,Star,2272.31,2017,4,0
581682,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2272.31,2013,11,0
193781,Canada,Alberta,Peace River,Female,High School or Below,53005.0,0,Single,Star,2272.34,2014,8,0
595323,Canada,Ontario,Toronto,Male,High School or Below,53005.0,0,Single,Star,2272.34,2015,11,0
417721,Canada,Ontario,Ottawa,Male,College,,1,Single,Star,2272.45,2014,11,1
287224,Canada,Ontario,Trenton,Male,College,,1,Single,Star,2273.62,2012,9,0
516491,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2273.62,2014,9,0
287198,Canada,Ontario,Trenton,Female,College,,1,Single,Star,2274.65,2013,3,0
825336,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2274.65,2015,7,0
792094,Canada,Ontario,Kingston,Female,College,,1,Single,Star,2274.67,2014,4,1
685683,Canada,Alberta,Banff,Male,College,,1,Single,Star,2274.78,2016,6,0
937030,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2274.78,2014,1,0
449530,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2275.36,2017,8,0
597191,Canada,Alberta,Edmonton,Male,College,,1,Single,Star,2275.36,2015,12,0
153760,Canada,Quebec,Hull,Male,College,,1,Single,Star,2275.4,2016,7,1
429054,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2275.4,2014,7,0
284621,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2276.39,2016,4,0
434760,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2276.39,2012,6,0
663897,Canada,Nova Scotia,Halifax,Female,High School or Below,67124.0,0,Divorced,Star,2279.7,2018,8,0
934235,Canada,Saskatchewan,Regina,Female,High School or Below,67124.0,0,Divorced,Star,2279.7,2016,4,0
355102,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2279.75,2018,1,0
767767,Canada,Ontario,Toronto,Male,Bachelor,65798.0,0,Married,Nova,8456.46,2018,2,0
309933,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2280.39,2016,11,0
510537,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2280.39,2017,6,0
153656,Canada,Alberta,Banff,Female,College,,1,Married,Star,2287.6,2016,12,1
274141,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2287.6,2015,2,0
192543,Canada,Quebec,Tremblant,Male,Bachelor,82415.0,0,Married,Star,2287.92,2015,5,0
321427,Canada,New Brunswick,Fredericton,Male,Bachelor,82415.0,0,Married,Star,2287.92,2018,5,0
628844,Canada,Nova Scotia,Halifax,Male,College,,1,Divorced,Star,2288.76,2016,7,0
702800,Canada,Saskatchewan,Regina,Female,College,,1,Divorced,Star,2288.76,2012,6,0
159608,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2289.62,2013,2,0
765518,Canada,Alberta,Peace River,Female,College,,1,Single,Star,2289.62,2015,2,0
506293,Canada,Ontario,Thunder Bay,Male,College,,1,Single,Star,2290.68,2017,3,1
824315,Canada,Ontario,London,Female,College,,1,Single,Star,2292.79,2015,2,0
196777,Canada,Alberta,Edmonton,Male,College,,1,Divorced,Star,2294.3,2017,10,0
257705,Canada,Ontario,Toronto,Male,College,,1,Divorced,Star,2294.3,2014,10,0
262562,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2294.48,2012,11,0
338786,Canada,Alberta,Banff,Male,College,,1,Married,Star,2294.48,2013,5,0
225067,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2298.38,2014,3,0
794784,Canada,British Columbia,Dawson Creek,Female,College,,1,Married,Star,2298.38,2015,5,0
270022,Canada,Ontario,Trenton,Male,College,,1,Single,Star,2300.33,2012,6,0
982017,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2300.33,2016,6,0
493369,Canada,Ontario,Ottawa,Female,Bachelor,73400.0,0,Married,Nova,8507.83,2018,4,0
212544,Canada,Nova Scotia,Halifax,Male,Master,120956.0,0,Divorced,Star,2300.69,2017,9,0
304445,Canada,Quebec,Montreal,Female,Master,120956.0,0,Divorced,Star,2300.69,2017,6,0
315869,Canada,Ontario,Toronto,Female,Master,120956.0,0,Divorced,Star,2300.69,2013,4,0
373429,Canada,British Columbia,Vancouver,Female,Master,120956.0,0,Divorced,Star,2300.69,2018,12,0
492401,Canada,Quebec,Hull,Male,Master,120956.0,0,Divorced,Star,2300.69,2014,2,0
637760,Canada,Ontario,Trenton,Male,Master,120956.0,0,Divorced,Star,2300.69,2015,5,0
793180,Canada,British Columbia,Vancouver,Female,Master,120956.0,0,Divorced,Star,2300.69,2018,6,0
843212,Canada,British Columbia,Vancouver,Male,Master,120956.0,0,Divorced,Star,2300.69,2015,11,0
930089,Canada,Ontario,Trenton,Female,High School or Below,61503.0,0,Married,Nova,8558.04,2018,2,0
206466,Canada,Ontario,Toronto,Female,Bachelor,101933.0,0,Married,Nova,8564.77,2018,4,0
993271,Canada,British Columbia,Victoria,Male,Master,120956.0,0,Divorced,Star,2300.69,2016,3,0
401454,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2302.82,2012,9,0
709659,Canada,British Columbia,Whistler,Male,College,,1,Single,Star,2302.82,2012,5,0
589466,Canada,British Columbia,Victoria,Female,College,,1,Married,Star,2305.06,2015,9,0
437440,Canada,Ontario,Trenton,Female,Bachelor,58721.0,0,Single,Nova,8717.85,2018,3,0
164657,Canada,New Brunswick,Fredericton,Male,College,,1,Married,Star,2305.24,2016,2,0
253825,Canada,Quebec,Montreal,Male,College,,1,Married,Star,2305.24,2014,12,0
187758,Canada,Ontario,Trenton,Male,Bachelor,48278.0,0,Married,Nova,8835.16,2018,4,0
593781,Canada,British Columbia,Dawson Creek,Female,College,,1,Single,Star,2308.47,2012,8,0
591414,Canada,Ontario,Toronto,Female,Bachelor,57033.0,0,Married,Nova,9035.67,2018,3,0
296690,Canada,Alberta,Edmonton,Female,High School or Below,61928.0,0,Married,Star,2308.65,2013,6,0
863349,Canada,Ontario,Toronto,Male,High School or Below,61928.0,0,Married,Star,2308.65,2013,9,0
695107,Canada,Quebec,Montreal,Female,College,,1,Married,Star,2308.69,2016,10,0
989067,Canada,Manitoba,Winnipeg,Female,College,,1,Married,Star,2308.69,2018,6,0
325379,Canada,British Columbia,West Vancouver,Female,Master,110270.0,0,Single,Star,2309.6,2016,9,0
493972,Canada,Quebec,Montreal,Female,Master,110270.0,0,Single,Star,2309.6,2013,4,0
278719,Canada,Ontario,Sudbury,Male,College,,1,Divorced,Star,2309.88,2012,10,0
624216,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2310.88,2017,2,0
738320,Canada,Alberta,Edmonton,Male,College,,1,Single,Star,2310.88,2012,11,0
525476,Canada,Quebec,Tremblant,Male,College,,1,Single,Star,2311.12,2015,12,1
970706,Canada,New Brunswick,Moncton,Female,College,,1,Single,Star,2311.12,2014,6,0
313424,Canada,Manitoba,Winnipeg,Male,Doctor,229266.0,0,Single,Star,2311.21,2014,6,0
907324,Canada,Quebec,Montreal,Male,Doctor,229266.0,0,Single,Star,2311.21,2017,10,0
735966,Canada,British Columbia,Dawson Creek,Male,High School or Below,70078.0,0,Married,Star,2311.38,2017,9,0
953612,Canada,Ontario,Toronto,Female,High School or Below,70078.0,0,Married,Star,2311.38,2018,6,0
788283,Canada,Ontario,Kingston,Female,High School or Below,51994.0,0,Married,Star,2312.33,2015,5,1
773593,Canada,Alberta,Calgary,Female,College,,1,Single,Star,2315.09,2016,4,1
837408,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2315.09,2013,9,1
500026,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2316.8,2017,9,0
771307,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2316.8,2013,11,0
194571,Canada,Ontario,Kingston,Female,College,,1,Single,Star,2317.28,2015,7,0
381234,Canada,Alberta,Edmonton,Female,College,,1,Single,Star,2319.74,2015,2,0
416091,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2319.74,2018,5,0
677218,Canada,Quebec,Hull,Male,Doctor,105902.0,0,Married,Star,2319.82,2012,10,0
852629,Canada,British Columbia,Vancouver,Male,Doctor,105902.0,0,Married,Star,2319.82,2018,11,0
523037,Canada,Ontario,Toronto,Male,Bachelor,103432.0,0,Divorced,Nova,9043.68,2018,3,1
914368,Canada,Quebec,Montreal,Female,College,,1,Married,Star,2320.52,2012,9,0
306667,Canada,Manitoba,Winnipeg,Male,High School or Below,59310.0,0,Married,Star,2320.75,2012,8,0
332466,Canada,Quebec,Montreal,Female,High School or Below,59310.0,0,Married,Star,2320.75,2016,1,0
903359,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2321.05,2016,3,0
923164,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2321.05,2016,7,0
527434,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2321.88,2013,9,1
905478,Canada,British Columbia,Dawson Creek,Female,College,,1,Single,Star,2321.88,2014,2,0
402034,Canada,Ontario,Kingston,Male,College,,1,Single,Star,2322.57,2017,1,0
215626,Canada,Prince Edward Island,Charlottetown,Female,College,,1,Married,Star,2325.26,2012,5,0
762446,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,2325.26,2016,2,1
168160,Canada,Ontario,Toronto,Female,Bachelor,78592.0,0,Married,Nova,9050.76,2018,2,0
368549,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2326.86,2013,11,0
925918,Canada,Ontario,Ottawa,Female,Bachelor,47225.0,0,Married,Star,2329.46,2018,9,0
243642,Canada,Saskatchewan,Regina,Male,Doctor,267238.0,0,Single,Star,2331.33,2013,9,0
821202,Canada,Nova Scotia,Halifax,Female,Doctor,267238.0,0,Single,Star,2331.33,2015,8,0
743108,Canada,Ontario,Ottawa,Male,College,,1,Single,Star,2332.1,2014,10,1
487777,Canada,New Brunswick,Fredericton,Male,Doctor,246643.0,0,Divorced,Star,2333.61,2015,2,0
896372,Canada,Quebec,Tremblant,Female,Doctor,246643.0,0,Divorced,Star,2333.61,2017,7,0
711874,Canada,Manitoba,Winnipeg,Male,Bachelor,48069.0,0,Married,Star,2335.88,2013,9,0
904114,Canada,Quebec,Montreal,Female,Bachelor,48069.0,0,Married,Star,2335.88,2017,2,0
246734,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2336.18,2015,10,0
888316,Canada,British Columbia,Victoria,Female,College,,1,Single,Star,2336.18,2016,5,1
646187,Canada,Quebec,Tremblant,Female,Doctor,193346.0,0,Married,Star,2336.29,2018,1,0
799967,Canada,New Brunswick,Fredericton,Male,Doctor,193346.0,0,Married,Star,2336.29,2016,9,0
407119,Canada,Saskatchewan,Regina,Female,High School or Below,78942.0,0,Married,Star,2337.35,2016,7,0
972732,Canada,Nova Scotia,Halifax,Male,High School or Below,78942.0,0,Married,Star,2337.35,2014,12,0
108907,Canada,British Columbia,Victoria,Male,College,,1,Single,Star,2337.36,2016,8,0
202716,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2337.36,2013,1,0
207821,Canada,British Columbia,Vancouver,Male,Master,100711.0,0,Single,Star,2342.01,2015,9,0
828884,Canada,Ontario,Toronto,Female,Master,100711.0,0,Single,Star,2342.01,2018,12,0
464385,Canada,British Columbia,West Vancouver,Male,College,,1,Single,Star,2344.23,2017,12,0
659637,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2344.23,2015,6,0
107719,Canada,British Columbia,Kelowna,Male,College,,1,Single,Star,2345.08,2012,7,0
787625,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2345.08,2016,4,0
297954,Canada,Nova Scotia,Halifax,Female,High School or Below,73617.0,0,Single,Star,2345.13,2012,12,0
707588,Canada,Quebec,Quebec City,Male,High School or Below,73617.0,0,Single,Star,2345.13,2016,5,0
241714,Canada,Ontario,Toronto,Male,Bachelor,69516.0,0,Single,Star,2345.26,2013,3,0
927975,Canada,British Columbia,Vancouver,Female,Bachelor,69516.0,0,Single,Star,2345.26,2016,1,0
933707,Canada,Quebec,Quebec City,Female,High School or Below,66441.0,0,Married,Star,2346.68,2014,9,0
981220,Canada,Nova Scotia,Halifax,Male,High School or Below,66441.0,0,Married,Star,2346.68,2016,10,1
180977,Canada,Ontario,Toronto,Female,Bachelor,55042.0,0,Single,Star,2347.05,2013,9,0
625320,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,9220.01,2018,3,0
852572,Canada,Ontario,Ottawa,Female,College,,1,Single,Star,2347.59,2018,10,0
700335,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2348.03,2014,10,0
989040,Canada,Quebec,Hull,Female,College,,1,Married,Star,2348.03,2018,11,0
521875,Canada,New Brunswick,Moncton,Male,College,,1,Single,Star,2349.96,2012,5,0
778168,Canada,Quebec,Tremblant,Female,College,,1,Single,Star,2349.96,2012,11,0
879036,Canada,Ontario,Ottawa,Female,High School or Below,45152.0,0,Single,Star,2351.88,2014,1,0
191189,Canada,Newfoundland,St. John's,Female,College,,1,Divorced,Star,2352.37,2013,8,1
736414,Canada,Quebec,Quebec City,Male,College,,1,Divorced,Star,2352.37,2014,4,0
441304,Canada,Quebec,Montreal,Female,College,,1,Single,Star,2353.18,2014,11,0
842982,Canada,British Columbia,Victoria,Female,College,,1,Single,Star,2353.18,2012,8,0
165019,Canada,British Columbia,Victoria,Male,Doctor,251861.0,0,Married,Star,2354.32,2012,9,0
453494,Canada,Quebec,Hull,Male,Doctor,251861.0,0,Married,Star,2354.32,2018,11,0
274896,Canada,Quebec,Montreal,Male,College,,1,Married,Star,2354.5,2013,7,0
371532,Canada,New Brunswick,Fredericton,Female,College,,1,Married,Star,2354.5,2017,5,0
198485,Canada,Ontario,Ottawa,Female,College,,1,Married,Star,2355.28,2018,12,0
392682,Canada,British Columbia,Victoria,Female,College,,1,Married,Star,2356.07,2017,10,0
441345,Canada,Ontario,Toronto,Male,College,,1,Single,Nova,9402.73,2018,3,1
641189,Canada,Ontario,Trenton,Male,College,,1,Single,Star,2356.7,2017,8,0
868250,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2356.7,2013,12,0
360031,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2357.5,2018,5,0
810581,Canada,British Columbia,Kelowna,Female,College,,1,Married,Star,2357.5,2014,11,0
261044,Canada,Ontario,Toronto,Female,Doctor,237676.0,0,Married,Star,2357.75,2016,7,0
667117,Canada,New Brunswick,Moncton,Male,College,,1,Married,Star,2357.8,2014,6,0
868327,Canada,Quebec,Tremblant,Male,College,,1,Married,Star,2357.8,2012,6,0
132774,Canada,Quebec,Quebec City,Female,Doctor,171815.0,0,Divorced,Star,2359.42,2012,7,0
209058,Canada,Quebec,Tremblant,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2013,11,0
431187,Canada,British Columbia,Whistler,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2018,8,0
475930,Canada,Quebec,Montreal,Female,Doctor,171815.0,0,Divorced,Star,2359.42,2017,5,1
483802,Canada,New Brunswick,Fredericton,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2014,11,1
788217,Canada,Ontario,Toronto,Male,Bachelor,64730.0,0,Divorced,Nova,10148.42,2018,4,0
571409,Canada,British Columbia,Vancouver,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2018,8,0
658996,Canada,Ontario,Toronto,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2017,6,0
679609,Canada,British Columbia,Vancouver,Female,Doctor,171815.0,0,Divorced,Star,2359.42,2017,8,0
686612,Canada,Quebec,Hull,Male,Doctor,171815.0,0,Divorced,Star,2359.42,2015,3,1
986217,Canada,British Columbia,Vancouver,Female,Doctor,171815.0,0,Divorced,Star,2359.42,2013,2,0
987221,Canada,Ontario,Toronto,Female,Doctor,171815.0,0,Divorced,Star,2359.42,2016,2,0
378014,Canada,Quebec,Tremblant,Female,College,,1,Single,Star,2360.6,2017,5,0
676873,Canada,New Brunswick,Fredericton,Male,College,,1,Single,Star,2360.6,2014,6,1
911971,Canada,Ontario,Kingston,Male,College,,1,Married,Star,2361.74,2017,5,0
704600,Canada,Ontario,Toronto,Female,High School or Below,56082.0,0,Married,Star,2361.88,2014,6,0
895267,Canada,British Columbia,Vancouver,Female,High School or Below,56082.0,0,Married,Star,2361.88,2017,2,0
625497,Canada,Quebec,Quebec City,Female,Bachelor,52278.0,0,Married,Star,2363.3,2012,7,0
943775,Canada,Nova Scotia,Halifax,Male,Bachelor,52278.0,0,Married,Star,2363.3,2013,10,0
541178,Canada,British Columbia,Dawson Creek,Male,Bachelor,65760.0,0,Single,Star,2364.43,2013,8,0
932513,Canada,Ontario,Toronto,Male,Bachelor,65760.0,0,Single,Star,2364.43,2014,12,0
563142,Canada,Alberta,Calgary,Female,College,,1,Married,Star,2365.35,2018,11,0
979575,Canada,Ontario,Toronto,Male,College,,1,Married,Star,2365.35,2016,2,0
184490,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2369.11,2018,11,0
655892,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2369.11,2017,6,0
552328,Canada,British Columbia,Vancouver,Female,Bachelor,68308.0,0,Single,Star,2369.37,2015,2,0
992542,Canada,Ontario,Toronto,Female,Bachelor,68308.0,0,Single,Star,2369.37,2018,12,0
661050,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2369.44,2013,3,0
664034,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,2369.44,2013,12,1
746520,Canada,Ontario,Kingston,Female,College,,1,Single,Star,2370.62,2015,4,0
525508,Canada,Ontario,Ottawa,Female,Bachelor,81923.0,0,Single,Nova,12759.28,2018,3,0
790475,Canada,Ontario,Trenton,Female,Bachelor,34079.0,0,Married,Nova,12913.5,2018,2,0
139479,Canada,Ontario,Kingston,Female,High School or Below,72013.0,0,Married,Star,2372.29,2017,7,1
153462,Canada,Ontario,Kingston,Female,College,,1,Married,Star,2373.8,2017,9,0
918397,Canada,Yukon,Whitehorse,Male,College,,1,Married,Star,2373.8,2018,8,0
138737,Canada,British Columbia,Vancouver,Female,Bachelor,67697.0,0,Single,Star,2374.15,2016,8,0
285942,Canada,Ontario,Toronto,Male,Bachelor,67697.0,0,Single,Star,2374.15,2014,6,0
972462,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,13024.13,2018,3,1
713257,Canada,Ontario,Toronto,Male,Bachelor,73864.0,0,Single,Star,2374.8,2016,11,0
397376,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2374.81,2014,10,1
724168,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2374.81,2017,1,0
275446,Canada,Quebec,Montreal,Male,Bachelor,66632.0,0,Single,Star,2375.0,2012,11,0
654225,Canada,British Columbia,Whistler,Female,Bachelor,66632.0,0,Single,Star,2375.0,2017,10,1
282872,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2376.53,2013,1,0
583005,Canada,Alberta,Calgary,Male,College,,1,Single,Star,2376.53,2012,5,0
418636,Canada,Manitoba,Winnipeg,Male,College,,1,Single,Star,2378.09,2018,1,1
834544,Canada,Quebec,Montreal,Male,College,,1,Single,Star,2378.09,2013,7,0
690510,Canada,Quebec,Montreal,Female,Bachelor,71972.0,0,Single,Star,2378.67,2018,8,0
915846,Canada,Manitoba,Winnipeg,Female,Bachelor,71972.0,0,Single,Star,2378.67,2012,10,0
549091,Canada,Quebec,Montreal,Male,College,,1,Divorced,Star,2379.2,2017,9,0
563774,Canada,British Columbia,Victoria,Female,College,,1,Divorced,Star,2379.2,2015,8,0
692841,Canada,Ontario,Trenton,Male,College,,1,Single,Star,2379.61,2018,8,0
996254,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2379.61,2013,8,0
155654,Canada,Ontario,Toronto,Male,College,,1,Single,Nova,13372.33,2018,2,0
779412,Canada,Ontario,Toronto,Male,College,,1,Single,Star,2379.74,2017,12,0
566714,Canada,Quebec,Tremblant,Female,Bachelor,82545.0,0,Single,Star,2379.83,2013,5,1
815603,Canada,New Brunswick,Moncton,Male,Bachelor,82545.0,0,Single,Star,2379.83,2014,9,1
325661,Canada,Ontario,Toronto,Male,Bachelor,89119.0,0,Single,Star,2381.79,2012,11,0
894788,Canada,British Columbia,Vancouver,Male,Bachelor,89119.0,0,Single,Star,2381.79,2015,6,0
248752,Canada,Ontario,Kingston,Male,College,,1,Married,Star,2382.67,2018,9,0
306880,Canada,Saskatchewan,Regina,Male,College,,1,Married,Star,2382.67,2015,11,0
155964,Canada,Ontario,Toronto,Male,Doctor,381124.0,0,Married,Nova,14476.12,2018,2,0
809207,Canada,British Columbia,Victoria,Female,College,,1,Married,Star,2382.71,2018,1,1
453587,Canada,Alberta,Calgary,Female,College,,1,Single,Star,2383.73,2016,9,1
736970,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2383.73,2015,2,0
229861,Canada,Manitoba,Winnipeg,Female,Bachelor,83796.0,0,Single,Star,2386.2,2015,11,1
613860,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,16045.11,2018,4,0
556778,Canada,Alberta,Peace River,Female,Doctor,269695.0,0,Married,Star,2387.61,2013,8,0
845819,Canada,Ontario,Toronto,Male,Doctor,269695.0,0,Married,Star,2387.61,2017,4,0
881846,Canada,Ontario,London,Female,College,,1,Single,Star,2387.86,2014,8,0
308255,Canada,Ontario,Toronto,Female,College,,1,Single,Star,2388.35,2017,11,0
420243,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,2388.35,2018,9,0
195977,Canada,Ontario,Toronto,Female,College,,1,Married,Star,2388.95,2017,3,0
693665,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,2388.95,2015,1,0
141877,Canada,Quebec,Montreal,Female,Bachelor,46896.0,0,Married,Star,2389.31,2014,2,0
928292,Canada,British Columbia,Whistler,Male,Bachelor,46896.0,0,Married,Star,2389.31,2016,4,0
435129,Canada,Ontario,Toronto,Female,Bachelor,74825.0,0,Married,Star,2389.77,2017,3,0
898552,Canada,British Columbia,Dawson Creek,Female,Bachelor,74825.0,0,Married,Star,2389.77,2017,6,0
317689,Canada,Ontario,Toronto,Female,Bachelor,52114.0,0,Married,Star,2389.98,2012,8,0
787833,Canada,Alberta,Edmonton,Female,Bachelor,52114.0,0,Married,Star,2389.98,2016,5,0
637100,Canada,Alberta,Banff,Female,Doctor,146559.0,0,Married,Star,2392.11,2013,8,1
690029,Canada,Ontario,Toronto,Male,Doctor,146559.0,0,Married,Star,2392.11,2014,5,0
215840,Canada,British Columbia,Vancouver,Male,College,,1,Divorced,Star,2392.13,2013,1,0
630071,Canada,Ontario,Toronto,Female,College,,1,Divorced,Star,2392.13,2015,7,0
298344,Canada,British Columbia,Whistler,Male,High School or Below,78601.0,0,Married,Star,2393.04,2012,12,0
929231,Canada,Quebec,Montreal,Female,High School or Below,78601.0,0,Married,Star,2393.04,2014,2,1
243965,Canada,Quebec,Tremblant,Female,High School or Below,66546.0,0,Single,Star,2393.12,2018,7,0
595775,Canada,New Brunswick,Moncton,Male,High School or Below,66546.0,0,Single,Star,2393.12,2018,12,0
